,activity,protein_symbol,protein_name,aid,chembl_id,compound_name
23906,inhibitor,P02545,Prelamin-A/C,3650640,CHEMBL1462207,
23907,inhibitor,P02545,Prelamin-A/C,3650641,CHEMBL1531761,
23908,inhibitor,P02545,Prelamin-A/C,3650642,CHEMBL1519664,
23909,inhibitor,P02545,Prelamin-A/C,3650643,CHEMBL1362152,
23910,inhibitor,P02545,Prelamin-A/C,3650644,CHEMBL1540710,
23911,inhibitor,P02545,Prelamin-A/C,3650645,CHEMBL3196661,
23912,inhibitor,P02545,Prelamin-A/C,3650646,CHEMBL1519674,
23913,inhibitor,P02545,Prelamin-A/C,3650647,CHEMBL1374355,
23914,inhibitor,P02545,Prelamin-A/C,3650648,CHEMBL1462073,
23915,inhibitor,P02545,Prelamin-A/C,3650649,CHEMBL580,Lorazepam
23916,inhibitor,P02545,Prelamin-A/C,3650650,CHEMBL1322181,
23917,inhibitor,P02545,Prelamin-A/C,3650651,CHEMBL1434565,
23918,inhibitor,P02545,Prelamin-A/C,3650652,CHEMBL1343788,
23919,inhibitor,P02545,Prelamin-A/C,3650653,CHEMBL1501558,
23920,inhibitor,P02545,Prelamin-A/C,3650654,CHEMBL1531574,
23921,inhibitor,P02545,Prelamin-A/C,3650655,CHEMBL1423231,
23922,activator,P02545,Prelamin-A/C,3650656,CHEMBL1570469,
23923,inhibitor,P02545,Prelamin-A/C,3650657,CHEMBL1609117,
23924,inhibitor,P02545,Prelamin-A/C,3650658,CHEMBL1362211,
23925,inhibitor,P02545,Prelamin-A/C,3650659,CHEMBL1303719,
23926,inhibitor,P02545,Prelamin-A/C,3650660,CHEMBL1501605,
23927,inhibitor,P02545,Prelamin-A/C,3650661,CHEMBL1334506,
23928,inhibitor,P02545,Prelamin-A/C,3650662,CHEMBL1383713,
23929,inhibitor,P02545,Prelamin-A/C,3650663,CHEMBL1566602,
23930,inhibitor,P02545,Prelamin-A/C,3650664,CHEMBL1322247,
23931,inhibitor,P02545,Prelamin-A/C,3650665,CHEMBL1362253,
23932,activator,P02545,Prelamin-A/C,3650666,CHEMBL1492459,
23933,inhibitor,P02545,Prelamin-A/C,3650667,CHEMBL1416104,
23934,inhibitor,P02545,Prelamin-A/C,3650668,CHEMBL82970,Salicylanilide
23935,inhibitor,P02545,Prelamin-A/C,3650669,CHEMBL1370262,
23936,activator,P02545,Prelamin-A/C,3650670,CHEMBL1513126,
23937,inhibitor,P02545,Prelamin-A/C,3650671,CHEMBL1979937,
23938,inhibitor,P02545,Prelamin-A/C,3650672,CHEMBL3196980,
23939,activator,P02545,Prelamin-A/C,3650673 | 4403276,CHEMBL493439,Emetine hydrochloride
23940,inhibitor,P02545,Prelamin-A/C,3650674,CHEMBL1423338,
23941,activator,P02545,Prelamin-A/C,3650675,CHEMBL1402072,
23942,inhibitor,P02545,Prelamin-A/C,3650676,CHEMBL1423348,
23943,activator,P02545,Prelamin-A/C,3650677,CHEMBL1570620,
23944,inhibitor,P02545,Prelamin-A/C,3650678,CHEMBL1303668,
23945,inhibitor,P02545,Prelamin-A/C,3650679,CHEMBL1609063,
23946,inhibitor,P02545,Prelamin-A/C,3650680,CHEMBL1395117,
23947,inhibitor,P02545,Prelamin-A/C,3650681,CHEMBL1303701,
23948,inhibitor,P02545,Prelamin-A/C,3650682,CHEMBL1322167,
23949,inhibitor,P02545,Prelamin-A/C,3650683,CHEMBL1303703,
23950,inhibitor,P02545,Prelamin-A/C,3650684,CHEMBL1480370,
23951,inhibitor,P02545,Prelamin-A/C,3650685,CHEMBL1343816,
23952,inhibitor,P02545,Prelamin-A/C,3650686,CHEMBL1413993,
23953,inhibitor,P02545,Prelamin-A/C,3650687,CHEMBL1383683,
23954,inhibitor,P02545,Prelamin-A/C,3650688,CHEMBL1343828,
23955,inhibitor,P02545,Prelamin-A/C,3650689,CHEMBL1590821,
23956,activator,P02545,Prelamin-A/C,3650690,CHEMBL3210894,
23957,inhibitor,P02545,Prelamin-A/C,3650691,CHEMBL1334487,
23958,inhibitor,P02545,Prelamin-A/C,3650692,CHEMBL1303754,
23959,inhibitor,P02545,Prelamin-A/C,3650693,CHEMBL1519713,
23960,activator,P02545,Prelamin-A/C,3650694,CHEMBL1374443,
23961,inhibitor,P02545,Prelamin-A/C,3650695,CHEMBL1480416,
23962,inhibitor,P02545,Prelamin-A/C,3650696,CHEMBL1453001,
23963,inhibitor,P02545,Prelamin-A/C,3650697,CHEMBL601353,
23964,inhibitor,P02545,Prelamin-A/C,3650698,CHEMBL1501640,
23965,inhibitor,P02545,Prelamin-A/C,3650699,CHEMBL1492446,
23966,inhibitor,P02545,Prelamin-A/C,3650700,CHEMBL3197216,
23967,inhibitor,P02545,Prelamin-A/C,3650701,CHEMBL1609234,
23968,inhibitor,P02545,Prelamin-A/C,3650702,CHEMBL1402016,
23969,inhibitor,P02545,Prelamin-A/C,3650703,CHEMBL1453067,
23970,inhibitor,P02545,Prelamin-A/C,3650704,CHEMBL1501675,
23971,activator,P02545,Prelamin-A/C,3650705,CHEMBL1383772,
23972,inhibitor,P02545,Prelamin-A/C,3650706,CHEMBL1402025,
23973,activator,P02545,Prelamin-A/C,3650707,CHEMBL1303823,
23974,inhibitor,P02545,Prelamin-A/C,3650708,CHEMBL1462257,
23975,inhibitor,P02545,Prelamin-A/C,3650709,CHEMBL3197287,
23976,inhibitor,P02545,Prelamin-A/C,3650710,CHEMBL1570647,
23977,activator,P02545,Prelamin-A/C,3650711,CHEMBL1402038,
23978,inhibitor,P02545,Prelamin-A/C,3650712,CHEMBL1492304,
23979,inhibitor,P02545,Prelamin-A/C,3650713,CHEMBL1383654,
23980,inhibitor,P02545,Prelamin-A/C,3650714,CHEMBL1540596,
23981,inhibitor,P02545,Prelamin-A/C,3650715,CHEMBL1334416,
23982,inhibitor,P02545,Prelamin-A/C,3650716,CHEMBL1980204,
23983,inhibitor,P02545,Prelamin-A/C,3650717,CHEMBL1527762,
23984,activator,P02545,Prelamin-A/C,3650718,CHEMBL1452904,
23985,inhibitor,P02545,Prelamin-A/C,3650719,CHEMBL1540621,
23986,activator,P02545,Prelamin-A/C,3650720,CHEMBL323668,
23987,inhibitor,P02545,Prelamin-A/C,3650721,CHEMBL1501596,
23988,inhibitor,P02545,Prelamin-A/C,3650722,CHEMBL1558819,
23989,inhibitor,P02545,Prelamin-A/C,3650723,CHEMBL1402065,
23990,activator,P02545,Prelamin-A/C,3650724,CHEMBL1343832,
23991,inhibitor,P02545,Prelamin-A/C,3650725,CHEMBL1979806,
23992,inhibitor,P02545,Prelamin-A/C,3650726,CHEMBL1452915,
23993,inhibitor,P02545,Prelamin-A/C,3650727,CHEMBL1370413,
23994,inhibitor,P02545,Prelamin-A/C,3650728,CHEMBL1501630,
23995,inhibitor,P02545,Prelamin-A/C,3650729,CHEMBL1492376,
23996,inhibitor,P02545,Prelamin-A/C,3650730,CHEMBL1462162,
23997,inhibitor,P02545,Prelamin-A/C,3650731,CHEMBL1401935,
23998,inhibitor,P02545,Prelamin-A/C,3650732,CHEMBL1492395,
23999,inhibitor,P02545,Prelamin-A/C,3650733,CHEMBL1501649,
24000,inhibitor,P02545,Prelamin-A/C,3650734,CHEMBL1343882,
24001,inhibitor,P02545,Prelamin-A/C,3650735,CHEMBL1462208,
24002,inhibitor,P02545,Prelamin-A/C,3650736,CHEMBL3211296,
24003,activator,P02545,Prelamin-A/C,3650737,CHEMBL1554087,
24004,inhibitor,P02545,Prelamin-A/C,3650738,CHEMBL1303801,
24005,inhibitor,P02545,Prelamin-A/C,3650739,CHEMBL1343910,
24006,inhibitor,P02545,Prelamin-A/C,3650740,CHEMBL1343922,
24007,inhibitor,P02545,Prelamin-A/C,3650741,CHEMBL1540736,
24008,inhibitor,P02545,Prelamin-A/C,3650742,CHEMBL1597389,
24009,inhibitor,P02545,Prelamin-A/C,3650743,CHEMBL1462076,
24010,inhibitor,P02545,Prelamin-A/C,3650744,CHEMBL1519699,
24011,inhibitor,P02545,Prelamin-A/C,3650745,CHEMBL1303671,
24012,inhibitor,P02545,Prelamin-A/C,3650746,CHEMBL1558755,
24013,inhibitor,P02545,Prelamin-A/C,3650747,CHEMBL1558756,
24014,inhibitor,P02545,Prelamin-A/C,3650748,CHEMBL1334557,
24015,inhibitor,P02545,Prelamin-A/C,3650749,CHEMBL3197489,
24016,inhibitor,P02545,Prelamin-A/C,3650750,CHEMBL1357390,
24017,inhibitor,P02545,Prelamin-A/C,3650751,CHEMBL1475684,
24018,inhibitor,P02545,Prelamin-A/C,3650752,CHEMBL1374555,
24019,inhibitor,P02545,Prelamin-A/C,3650753,CHEMBL1303722,
24020,inhibitor,P02545,Prelamin-A/C,3650754,CHEMBL1519735,
24021,inhibitor,P02545,Prelamin-A/C,3650755,CHEMBL1492503,
24022,inhibitor,P02545,Prelamin-A/C,3650756,CHEMBL3197571,
24023,inhibitor,P02545,Prelamin-A/C,3650757,CHEMBL1527766,
24024,inhibitor,P02545,Prelamin-A/C,3650758,CHEMBL3197588,
24025,inhibitor,P02545,Prelamin-A/C,3650759,CHEMBL2094789,
24026,inhibitor,P02545,Prelamin-A/C,3650760,CHEMBL373839,
24027,inhibitor,P02545,Prelamin-A/C,3650761,CHEMBL1527767,
24028,inhibitor,P02545,Prelamin-A/C,3650762,CHEMBL1519764,
24029,inhibitor,P02545,Prelamin-A/C,3650763,CHEMBL1343883,
24030,inhibitor,P02545,Prelamin-A/C,3650764,CHEMBL1402045,
24031,inhibitor,P02545,Prelamin-A/C,3650766,CHEMBL1303788,
24032,inhibitor,P02545,Prelamin-A/C,3650767,CHEMBL1383774,
24033,inhibitor,P02545,Prelamin-A/C,3650768,CHEMBL495778,Penicillic acid
24034,activator,P02545,Prelamin-A/C,3650769,CHEMBL1414020,
24035,inhibitor,P02545,Prelamin-A/C,3650770,CHEMBL1480340,
24036,inhibitor,P02545,Prelamin-A/C,3650771,CHEMBL1540576,
24037,inhibitor,P02545,Prelamin-A/C,3650772,CHEMBL1540577,
24038,inhibitor,P02545,Prelamin-A/C,3650773,CHEMBL1355387,
24039,inhibitor,P02545,Prelamin-A/C,3650774,CHEMBL1480350,
24040,inhibitor,P02545,Prelamin-A/C,3650775,CHEMBL1383666,
24041,inhibitor,P02545,Prelamin-A/C,3650776,CHEMBL1453002,
24042,inhibitor,P02545,Prelamin-A/C,3650777,CHEMBL51483,Gossypol
24043,inhibitor,P02545,Prelamin-A/C,3650778,CHEMBL1609195,
24044,inhibitor,P02545,Prelamin-A/C,3650779,CHEMBL1558733,
24045,inhibitor,P02545,Prelamin-A/C,3650780,CHEMBL1401979,
24046,inhibitor,P02545,Prelamin-A/C,3650781,CHEMBL1322183,
24047,inhibitor,P02545,Prelamin-A/C,3650782,CHEMBL1448849,
24048,inhibitor,P02545,Prelamin-A/C,3650783,CHEMBL1409912,
24049,inhibitor,P02545,Prelamin-A/C,3650784,CHEMBL3211998,
24050,activator,P02545,Prelamin-A/C,3650785,CHEMBL1383726,
24051,inhibitor,P02545,Prelamin-A/C,3650786,CHEMBL1980018,
24052,activator,P02545,Prelamin-A/C,3650787,CHEMBL1383732,
24053,inhibitor,P02545,Prelamin-A/C,3650788,CHEMBL1492514,
24054,inhibitor,P02545,Prelamin-A/C,3650789,CHEMBL1374590,
24055,inhibitor,P02545,Prelamin-A/C,3650790,CHEMBL1409747,
24056,activator,P02545,Prelamin-A/C,3650791,CHEMBL13960,Dichloroacetic acid
24057,inhibitor,P02545,Prelamin-A/C,3650792,CHEMBL1402026,
24058,inhibitor,P02545,Prelamin-A/C,3650793,CHEMBL1441178,
24059,inhibitor,P02545,Prelamin-A/C,3650794,CHEMBL1540698,
24060,inhibitor,P02545,Prelamin-A/C,3650795,CHEMBL1362256,
24061,inhibitor,P02545,Prelamin-A/C,3650796,CHEMBL1383765,
24062,inhibitor,P02545,Prelamin-A/C,3650797,CHEMBL1423325,
24063,inhibitor,P02545,Prelamin-A/C,3650798,CHEMBL1492339,
24064,inhibitor,P02545,Prelamin-A/C,3650799,CHEMBL1558822,
24065,activator,P02545,Prelamin-A/C,3650800,CHEMBL1480485,
24066,inhibitor,P02545,Prelamin-A/C,3650801,CHEMBL1330247,
24067,inhibitor,P02545,Prelamin-A/C,3650802,CHEMBL1531578,
24068,inhibitor,P02545,Prelamin-A/C,3650803,CHEMBL1414021,
24069,inhibitor,P02545,Prelamin-A/C,3650804,CHEMBL1501561,
24070,activator,P02545,Prelamin-A/C,3650805,CHEMBL1362130,
24071,inhibitor,P02545,Prelamin-A/C,3650806,CHEMBL1597934,
24072,inhibitor,P02545,Prelamin-A/C,3650807,CHEMBL1580082,
24073,inhibitor,P02545,Prelamin-A/C,3650808,CHEMBL1609884,
24074,inhibitor,P02545,Prelamin-A/C,3650809,CHEMBL1384323,
24075,inhibitor,P02545,Prelamin-A/C,3650810,CHEMBL1609898,
24076,activator,P02545,Prelamin-A/C,3650811,CHEMBL1559303,
24077,inhibitor,P02545,Prelamin-A/C,3650812,CHEMBL1395125,
24078,inhibitor,P02545,Prelamin-A/C,3650813,CHEMBL1502346,
24079,inhibitor,P02545,Prelamin-A/C,3650814,CHEMBL1520140,
24080,inhibitor,P02545,Prelamin-A/C,3650815,CHEMBL1304441,
24081,inhibitor,P02545,Prelamin-A/C,3650816,CHEMBL1414843,
24082,inhibitor,P02545,Prelamin-A/C,3650817,CHEMBL1384382,
24083,inhibitor,P02545,Prelamin-A/C,3650818,CHEMBL1567229,
24084,inhibitor,P02545,Prelamin-A/C,3650819,CHEMBL1988541,
24085,inhibitor,P02545,Prelamin-A/C,3650820,CHEMBL1480803,
24086,activator,P02545,Prelamin-A/C,3650821,CHEMBL1256147,
24087,activator,P02545,Prelamin-A/C,3650822,CHEMBL1609923,
24088,inhibitor,P02545,Prelamin-A/C,3650823,CHEMBL1493219,
24089,activator,P02545,Prelamin-A/C,3650824,CHEMBL3195492,
24090,inhibitor,P02545,Prelamin-A/C,3650825,CHEMBL1580031,
24091,inhibitor,P02545,Prelamin-A/C,3650826,CHEMBL1571343,
24092,inhibitor,P02545,Prelamin-A/C,3650827,CHEMBL1462827,
24093,inhibitor,P02545,Prelamin-A/C,3650828,CHEMBL1502247,
24094,inhibitor,P02545,Prelamin-A/C,3650829,CHEMBL1480844,
24095,inhibitor,P02545,Prelamin-A/C,3650830,CHEMBL1344470,
24096,inhibitor,P02545,Prelamin-A/C,3650831,CHEMBL1304360,
24097,inhibitor,P02545,Prelamin-A/C,3650832,CHEMBL1453821,
24098,inhibitor,P02545,Prelamin-A/C,3650833,CHEMBL1532473,
24099,activator,P02545,Prelamin-A/C,3650834,CHEMBL1480852,
24100,activator,P02545,Prelamin-A/C,3650835,CHEMBL1480865,
24101,inhibitor,P02545,Prelamin-A/C,3650836,CHEMBL1375187,
24102,inhibitor,P02545,Prelamin-A/C,3650837,CHEMBL1502463,
24103,inhibitor,P02545,Prelamin-A/C,3650838,CHEMBL1493118,
24104,activator,P02545,Prelamin-A/C,3650839,CHEMBL1335196,
24105,inhibitor,P02545,Prelamin-A/C,3650840,CHEMBL3195640,
24106,activator,P02545,Prelamin-A/C,3650841,CHEMBL1402475,
24107,inhibitor,P02545,Prelamin-A/C,3650842,CHEMBL1362687,
24108,inhibitor,P02545,Prelamin-A/C,3650843,CHEMBL1402494,
24109,activator,P02545,Prelamin-A/C,3650844,CHEMBL1580340,
24110,activator,P02545,Prelamin-A/C,3650845,CHEMBL1580341,
24111,inhibitor,P02545,Prelamin-A/C,3650846,CHEMBL1375240,
24112,inhibitor,P02545,Prelamin-A/C,3650847,CHEMBL1395307,
24113,activator,P02545,Prelamin-A/C,3650848,CHEMBL1322789,
24114,inhibitor,P02545,Prelamin-A/C,3650849,CHEMBL1362715,
24115,inhibitor,P02545,Prelamin-A/C,3650850,CHEMBL1502518,
24116,inhibitor,P02545,Prelamin-A/C,3650851,CHEMBL1441656,
24117,activator,P02545,Prelamin-A/C,3650852,CHEMBL1580363,
24118,activator,P02545,Prelamin-A/C,3650853,CHEMBL1423983,
24119,activator,P02545,Prelamin-A/C,3650854,CHEMBL1315403,
24120,inhibitor,P02545,Prelamin-A/C,3650855,CHEMBL1402384,
24121,activator,P02545,Prelamin-A/C,3650856,CHEMBL1423995,
24122,inhibitor,P02545,Prelamin-A/C,3650857,CHEMBL1384458,
24123,inhibitor,P02545,Prelamin-A/C,3650858,CHEMBL1520133,
24124,activator,P02545,Prelamin-A/C,3650859,CHEMBL1436479,
24125,inhibitor,P02545,Prelamin-A/C,3650860,CHEMBL1520142,
24126,inhibitor,P02545,Prelamin-A/C,3650861,CHEMBL1987891,
24127,inhibitor,P02545,Prelamin-A/C,3650862,CHEMBL1987892,
24128,inhibitor,P02545,Prelamin-A/C,3650863,CHEMBL1384475,
24129,inhibitor,P02545,Prelamin-A/C,3650864,CHEMBL1502453,
24130,activator,P02545,Prelamin-A/C,3650865,CHEMBL304902,Clothiapine
24131,activator,P02545,Prelamin-A/C,3650866,CHEMBL1344691,
24132,inhibitor,P02545,Prelamin-A/C,3650867,CHEMBL1528094,
24133,inhibitor,P02545,Prelamin-A/C,3650868,CHEMBL1375331,
24134,inhibitor,P02545,Prelamin-A/C,3650869,CHEMBL1330792,Acetarsone
24135,inhibitor,P02545,Prelamin-A/C,3650870,CHEMBL1453689,
24136,inhibitor,P02545,Prelamin-A/C,3650871,CHEMBL1414754,
24137,inhibitor,P02545,Prelamin-A/C,3650872,CHEMBL1453700,
24138,inhibitor,P02545,Prelamin-A/C,3650873,CHEMBL442800,
24139,inhibitor,P02545,Prelamin-A/C,3650874,CHEMBL1304634,
24140,activator,P02545,Prelamin-A/C,3650875,CHEMBL1423984,
24141,inhibitor,P02545,Prelamin-A/C,3650876,CHEMBL1462952,
24142,activator,P02545,Prelamin-A/C,3650877,CHEMBL1328648,
24143,inhibitor,P02545,Prelamin-A/C,3650878,CHEMBL1344621,
24144,inhibitor,P02545,Prelamin-A/C,3650879,CHEMBL1344632,
24145,activator,P02545,Prelamin-A/C,3650880,CHEMBL1402476,
24146,inhibitor,P02545,Prelamin-A/C,3650881,CHEMBL1493159,
24147,inhibitor,P02545,Prelamin-A/C,3650882,CHEMBL1541433,
24148,inhibitor,P02545,Prelamin-A/C,3650883,CHEMBL1395343,
24149,inhibitor,P02545,Prelamin-A/C,3650884,CHEMBL1370757,
24150,inhibitor,P02545,Prelamin-A/C,3650885,CHEMBL1282,Imiquimod
24151,activator,P02545,Prelamin-A/C,3650886,CHEMBL1304540,
24152,inhibitor,P02545,Prelamin-A/C,3650887,CHEMBL1463014,
24153,inhibitor,P02545,Prelamin-A/C,3650888,CHEMBL1609899,
24154,inhibitor,P02545,Prelamin-A/C,3650889,CHEMBL1580272,
24155,inhibitor,P02545,Prelamin-A/C,3650890,CHEMBL1424063,
24156,activator,P02545,Prelamin-A/C,3650891,CHEMBL1375279,
24157,activator,P02545,Prelamin-A/C,3650892,CHEMBL1424064,
24158,inhibitor,P02545,Prelamin-A/C,3650893,CHEMBL1322790,
24159,inhibitor,P02545,Prelamin-A/C,3650894,CHEMBL1463049,
24160,inhibitor,P02545,Prelamin-A/C,3650895,CHEMBL1502487,
24161,inhibitor,P02545,Prelamin-A/C,3650896,CHEMBL1330794,
24162,activator,P02545,Prelamin-A/C,3650897,CHEMBL1502500,
24163,inhibitor,P02545,Prelamin-A/C,3650898,CHEMBL1322646,
24164,inhibitor,P02545,Prelamin-A/C,3650899,CHEMBL1502512,
24165,inhibitor,P02545,Prelamin-A/C,3650900,CHEMBL1559159,
24166,inhibitor,P02545,Prelamin-A/C,3650901,CHEMBL1580342,
24167,inhibitor,P02545,Prelamin-A/C,3650902,CHEMBL1990505,
24168,activator,P02545,Prelamin-A/C,3650903,CHEMBL1304623,
24169,inhibitor,P02545,Prelamin-A/C,3661618 | 3650904,CHEMBL1716,Cyproheptadine hydrochloride
24170,inhibitor,P02545,Prelamin-A/C,3650905,CHEMBL1441545,
24171,inhibitor,P02545,Prelamin-A/C,3650906,CHEMBL1541571,
24172,inhibitor,P02545,Prelamin-A/C,3650907,CHEMBL1990694,
24173,inhibitor,P02545,Prelamin-A/C,3650908,CHEMBL1453691,
24174,inhibitor,P02545,Prelamin-A/C,3650909,CHEMBL1580217,
24175,inhibitor,P02545,Prelamin-A/C,3650910,CHEMBL1344623,
24176,activator,P02545,Prelamin-A/C,3650911,CHEMBL1414768,
24177,inhibitor,P02545,Prelamin-A/C,3650912,CHEMBL1335197,
24178,activator,P02545,Prelamin-A/C,3650913,CHEMBL1480836,
24179,activator,P02545,Prelamin-A/C,3650914,CHEMBL1304505,
24180,inhibitor,P02545,Prelamin-A/C,3650915,CHEMBL1414769,
24181,inhibitor,P02545,Prelamin-A/C,3650916,CHEMBL1580232,
24182,inhibitor,P02545,Prelamin-A/C,3650917,CHEMBL1559221,
24183,inhibitor,P02545,Prelamin-A/C,3650918,CHEMBL1462985,
24184,inhibitor,P02545,Prelamin-A/C,3650919,CHEMBL1384465,
24185,inhibitor,P02545,Prelamin-A/C,3650920,CHEMBL1322719,
24186,inhibitor,P02545,Prelamin-A/C,3650921,CHEMBL1424036,
24187,inhibitor,P02545,Prelamin-A/C,3650922,CHEMBL1304530,
24188,activator,P02545,Prelamin-A/C,3650923,CHEMBL1493146,
24189,inhibitor,P02545,Prelamin-A/C,3650924,CHEMBL1990792,
24190,inhibitor,P02545,Prelamin-A/C,3650925,CHEMBL3209859,
24191,inhibitor,P02545,Prelamin-A/C,3650926,CHEMBL1384508,
24192,inhibitor,P02545,Prelamin-A/C,4403285 | 3650927,CHEMBL280065,Oleoylethanolamide
24193,activator,P02545,Prelamin-A/C,3650928,CHEMBL1357438,
24194,inhibitor,P02545,Prelamin-A/C,3650929,CHEMBL1424095,
24195,inhibitor,P02545,Prelamin-A/C,3650930,CHEMBL1304584,
24196,inhibitor,P02545,Prelamin-A/C,3650931,CHEMBL1441634,
24197,inhibitor,P02545,Prelamin-A/C,3650932,CHEMBL1362710,
24198,inhibitor,P02545,Prelamin-A/C,3650933,CHEMBL1402501,
24199,inhibitor,P02545,Prelamin-A/C,3650934,CHEMBL1402385,
24200,activator,P02545,Prelamin-A/C,3650935,CHEMBL1502520,
24201,inhibitor,P02545,Prelamin-A/C,3650936,CHEMBL1384589,
24202,inhibitor,P02545,Prelamin-A/C,3650937,CHEMBL1344610,
24203,inhibitor,P02545,Prelamin-A/C,3650938,CHEMBL1362635,
24204,inhibitor,P02545,Prelamin-A/C,3650939,CHEMBL1424009,
24205,inhibitor,P02545,Prelamin-A/C,3650940,CHEMBL3196621,
24206,inhibitor,P02545,Prelamin-A/C,3650941,CHEMBL1567087,
24207,activator,P02545,Prelamin-A/C,3650942,CHEMBL1597993,
24208,activator,P02545,Prelamin-A/C,3650943,CHEMBL1441738,
24209,inhibitor,P02545,Prelamin-A/C,3650944,CHEMBL1502443,
24210,inhibitor,P02545,Prelamin-A/C,3650945,CHEMBL1362817,
24211,inhibitor,P02545,Prelamin-A/C,3650946,CHEMBL1453825,
24212,inhibitor,P02545,Prelamin-A/C,3650947,CHEMBL1322905,
24213,activator,P02545,Prelamin-A/C,3650948,CHEMBL1304569,
24214,inhibitor,P02545,Prelamin-A/C,3650949,CHEMBL1609841,
24215,inhibitor,P02545,Prelamin-A/C,3650950,CHEMBL1502502,
24216,activator,P02545,Prelamin-A/C,3650951,CHEMBL1384559,
24217,inhibitor,P02545,Prelamin-A/C,3650952,CHEMBL1441782,
24218,activator,P02545,Prelamin-A/C,3650953,CHEMBL322970,
24219,inhibitor,P02545,Prelamin-A/C,3650954,CHEMBL1481086,
24220,inhibitor,P02545,Prelamin-A/C,3650955,CHEMBL1580352,
24221,inhibitor,P02545,Prelamin-A/C,3650956,CHEMBL1520407,
24222,inhibitor,P02545,Prelamin-A/C,3650957,CHEMBL1481098,
24223,activator,P02545,Prelamin-A/C,3650958,CHEMBL1317333,
24224,inhibitor,P02545,Prelamin-A/C,3650959,CHEMBL1315385,
24225,inhibitor,P02545,Prelamin-A/C,3650960,CHEMBL1402543,
24226,inhibitor,P02545,Prelamin-A/C,3650961,CHEMBL1441677,
24227,inhibitor,P02545,Prelamin-A/C,3650962,CHEMBL1580219,
24228,activator,P02545,Prelamin-A/C,3654518 | 3650963,CHEMBL16105,Alexitol sodium
24229,inhibitor,P02545,Prelamin-A/C,3650964,CHEMBL1480978,
24230,inhibitor,P02545,Prelamin-A/C,3650965,CHEMBL1462974,
24231,inhibitor,P02545,Prelamin-A/C,3650966,CHEMBL1462989,
24232,inhibitor,P02545,Prelamin-A/C,3650967,CHEMBL1335269,
24233,inhibitor,P02545,Prelamin-A/C,3650968,CHEMBL1541440,
24234,activator,P02545,Prelamin-A/C,3650969,CHEMBL491548,
24235,inhibitor,P02545,Prelamin-A/C,3650970,CHEMBL1304548,
24236,inhibitor,P02545,Prelamin-A/C,3650971,CHEMBL1520341,
24237,activator,P02545,Prelamin-A/C,3650972,CHEMBL1598016,
24238,activator,P02545,Prelamin-A/C,3650973,CHEMBL1554073,
24239,inhibitor,P02545,Prelamin-A/C,3650974,CHEMBL1384509,
24240,activator,P02545,Prelamin-A/C,3650975,CHEMBL1384510,
24241,inhibitor,P02545,Prelamin-A/C,3650976,CHEMBL1559381,
24242,inhibitor,P02545,Prelamin-A/C,3650977,CHEMBL1532466,
24243,inhibitor,P02545,Prelamin-A/C,3650978,CHEMBL3197014,
24244,inhibitor,P02545,Prelamin-A/C,3650979,CHEMBL1384524,
24245,inhibitor,P02545,Prelamin-A/C,3650980,CHEMBL1532468,
24246,inhibitor,P02545,Prelamin-A/C,3650981,CHEMBL1304579,
24247,inhibitor,P02545,Prelamin-A/C,3650982,CHEMBL1541511,
24248,inhibitor,P02545,Prelamin-A/C,3650983,CHEMBL1493101,
24249,activator,P02545,Prelamin-A/C,3650984,CHEMBL1463070,
24250,inhibitor,P02545,Prelamin-A/C,3650985,CHEMBL1990210,
24251,activator,P02545,Prelamin-A/C,3650986,CHEMBL1580344,
24252,inhibitor,P02545,Prelamin-A/C,3650987,CHEMBL1571244,
24253,inhibitor,P02545,Prelamin-A/C,3650988,CHEMBL1571245,
24254,inhibitor,P02545,Prelamin-A/C,3650989,CHEMBL1304616,
24255,inhibitor,P02545,Prelamin-A/C,3650990,CHEMBL1493135,
24256,inhibitor,P02545,Prelamin-A/C,3650991,CHEMBL1335226,
24257,inhibitor,P02545,Prelamin-A/C,3650992,CHEMBL1304625,
24258,inhibitor,P02545,Prelamin-A/C,3650993,CHEMBL1402665,
24259,inhibitor,P02545,Prelamin-A/C,3650994,CHEMBL1414815,
24260,inhibitor,P02545,Prelamin-A/C,3650995,CHEMBL1441813,
24261,inhibitor,P02545,Prelamin-A/C,3650996,CHEMBL1571279,
24262,inhibitor,P02545,Prelamin-A/C,3650997,CHEMBL1559455,
24263,activator,P02545,Prelamin-A/C,3650998 | 4403286,CHEMBL1554098,
24264,inhibitor,P02545,Prelamin-A/C,3650999,CHEMBL501174,Lycopene
24265,inhibitor,P02545,Prelamin-A/C,3651000,CHEMBL1441827,
24266,inhibitor,P02545,Prelamin-A/C,3651001,CHEMBL3210922,
24267,inhibitor,P02545,Prelamin-A/C,3651002,CHEMBL1384466,
24268,inhibitor,P02545,Prelamin-A/C,3651003,CHEMBL1384489,
24269,inhibitor,P02545,Prelamin-A/C,3651004,CHEMBL1480968,
24270,inhibitor,P02545,Prelamin-A/C,3651005,CHEMBL1414859,
24271,activator,P02545,Prelamin-A/C,3651006,CHEMBL456807,Phenylhydrazine
24272,inhibitor,P02545,Prelamin-A/C,3651007,CHEMBL1424068,
24273,inhibitor,P02545,Prelamin-A/C,3651008,CHEMBL1463054,
24274,activator,P02545,Prelamin-A/C,4403287 | 3651009,CHEMBL273648,
